,nuclei_area,DAPI_Y,DAPI_X,nuclei_eccentricity,slide_scene,cells
NP030B_scene1_cell1,225,904.9066666666664,6013.5422222222205,0.4449807741652883,NP030B_scene1,1
NP030B_scene1_cell2,162,1203.7530864197533,2359.1666666666665,0.4662923961960809,NP030B_scene1,2
NP030B_scene1_cell3,388,1217.9896907216494,2859.8530927835054,0.9543332622089836,NP030B_scene1,3
NP030B_scene1_cell4,360,1226.0527777777775,2891.133333333333,0.8419523059449298,NP030B_scene1,4
NP030B_scene1_cell5,141,1227.9645390070925,2726.028368794326,0.6184469285706219,NP030B_scene1,5
NP030B_scene1_cell6,603,1228.8706467661689,2654.6235489220558,0.3343697644692801,NP030B_scene1,6
NP030B_scene1_cell7,221,1246.737556561086,2300.565610859729,0.6667181772012897,NP030B_scene1,7
NP030B_scene1_cell8,270,1247.2185185185185,2828.366666666667,0.8230318000926716,NP030B_scene1,8
NP030B_scene1_cell9,161,1248.2422360248447,3063.726708074534,0.6327670218621959,NP030B_scene1,9
NP030B_scene1_cell10,95,1264.0105263157895,2418.6631578947367,0.6103323033422641,NP030B_scene1,10
NP030B_scene1_cell11,440,1265.665909090909,3055.225,0.5983172959285042,NP030B_scene1,11
NP030B_scene1_cell12,203,1270.064039408867,2775.7881773399013,0.7307031137394373,NP030B_scene1,12
NP030B_scene1_cell14,75,1284.0266666666666,2257.96,0.8180115388603368,NP030B_scene1,14
NP030B_scene1_cell15,129,1283.7286821705427,2401.093023255814,0.6569204630201922,NP030B_scene1,15
NP030B_scene1_cell17,224,1295.6830357142858,3039.526785714286,0.581979675394188,NP030B_scene1,17
NP030B_scene1_cell20,126,1311.4206349206352,3055.6031746031745,0.6320110212600439,NP030B_scene1,20
NP030B_scene1_cell21,332,1317.301204819277,2168.427710843373,0.86542682093432,NP030B_scene1,21
NP030B_scene1_cell27,234,1356.1410256410256,3415.6965811965806,0.7791952011937329,NP030B_scene1,27
NP030B_scene1_cell28,256,1364.015625,3282.33203125,0.8346692615303178,NP030B_scene1,28
NP030B_scene1_cell29,315,1365.320634920635,1393.6126984126984,0.5572995124010479,NP030B_scene1,29
NP030B_scene1_cell30,244,1366.9467213114756,3709.0532786885246,0.4903915810426529,NP030B_scene1,30
NP030B_scene1_cell31,250,1372.764,1413.392,0.3864994751174558,NP030B_scene1,31
NP030B_scene1_cell32,84,1374.892857142857,3917.5,0.850901248636225,NP030B_scene1,32
NP030B_scene1_cell33,307,1377.7003257328988,1645.6677524429967,0.6763197720528353,NP030B_scene1,33
NP030B_scene1_cell35,195,1380.8153846153846,1493.2102564102563,0.7032616316127589,NP030B_scene1,35
NP030B_scene1_cell37,459,1386.2461873638345,1611.2156862745098,0.7717326793961046,NP030B_scene1,37
NP030B_scene1_cell38,166,1386.4457831325306,1395.012048192771,0.6664470049651946,NP030B_scene1,38
NP030B_scene1_cell42,277,1393.4404332129966,1969.0685920577616,0.7706707281139357,NP030B_scene1,42
NP030B_scene1_cell46,139,1417.2014388489208,3470.9136690647483,0.8264939130433002,NP030B_scene1,46
NP030B_scene1_cell47,151,1418.1920529801325,1865.5960264900666,0.5526786061799484,NP030B_scene1,47
NP030B_scene1_cell49,128,1419.2890625,3500.234375,0.6282827368944777,NP030B_scene1,49
NP030B_scene1_cell50,313,1422.9840255591055,3521.405750798723,0.8151728317126269,NP030B_scene1,50
NP030B_scene1_cell54,169,1435.7633136094676,1500.4260355029585,0.7408465130401323,NP030B_scene1,54
NP030B_scene1_cell58,273,1442.3223443223444,3463.157509157509,0.7078567753895251,NP030B_scene1,58
NP030B_scene1_cell59,341,1444.6363636363635,1122.4398826979473,0.5427156495673693,NP030B_scene1,59
NP030B_scene1_cell61,188,1447.7925531914893,1487.5691489361704,0.7131005990915207,NP030B_scene1,61
NP030B_scene1_cell63,148,1456.8378378378382,1351.831081081081,0.5663708856562499,NP030B_scene1,63
NP030B_scene1_cell65,79,1464.392405063291,1156.3417721518988,0.6623802451127409,NP030B_scene1,65
